Customer ID,Workspaces,Start Date,Months Active,Tier,Active Users,Client Portal Uploads,Report Downloads,Dashboards Created,Reports Created,Templates Created,Budgets Pro,Dashboards Published,Connections,Billing Type,MRR
cus_MBTVCLGKeV8BMB,1,8/4/2022,43,Tier 1,19,0,102,4,35,1,4,0,1,month,149
cus_QvZU3XlijxjzGK,1,9/27/2024,18,Tier 1,15,4,31,11,16,0,15,2,1,month,149
cus_Rz6B1zkmAwLSes,1,3/21/2025,12,Tier 2,35,0,34,30,48,5,10,0,8,month,290
cus_NiZoOrxasklTua,1,4/15/2023,35,Tier 3,0,0,211,386,427,73,22,55,42,year,646.8
cus_QZQJkghJf5VHNT,1,7/30/2024,20,Tier 1,13,0,8,15,27,1,12,0,1,year,129
cus_KJlwMhDUnAVGhL,1,9/29/2021,54,Tier 4,63,60,614,611,890,140,1,3,84,year,1293.6
cus_OLergo0JwZsRyt,1,7/28/2023,32,Tier 2,13,0,29,84,110,3,8,0,10,month,290
cus_TU34hoL8SKk8Is,1,11/24/2025,4,Tier 1,13,0,76,34,29,8,1,0,1,month,149
cus_OoSJzjyeIza6fS,2,10/13/2023,29,Tier 3,27,4,88,114,190,36,20,10,19,month,406
cus_N48cx9GDs82I83,1,12/28/2022,39,Tier 3,33,0,187,145,436,29,3,1,38,month,836
cus_Hm5SmrYW7xLleu,1,8/4/2020,57,Tier 2,4,0,3,632,141,170,25,26,7,month,290
cus_STCfOwfBKyK9bb,1,6/10/2025,9,Tier 2,28,2,38,45,47,15,5,1,7,month,290
cus_OgXfSmA2uf8MYO,1,9/22/2023,30,Tier 1,13,0,16,26,17,4,1,1,1,month,149
cus_RtCOgD1Ppcqnul,1,3/5/2025,12,Tier 2,16,0,22,86,66,6,0,13,10,month,290
cus_So4YC6yTptr3Ug,1,8/4/2025,7,Tier 2,14,0,19,93,97,0,15,4,8,month,290
cus_RCb7pmROMzeGCO,1,11/12/2024,16,Tier 1,25,0,8,27,15,0,2,0,1,month,149
cus_RCoHdG6HDGbFcn,1,11/12/2024,16,Tier 2,8,0,64,51,212,2,10,0,9,month,290
cus_JwsjsZToA5w56l,1,7/30/2021,56,Tier 2,16,0,28,67,93,14,0,0,4,month,225
cus_IKWIrUDHQnjG8M,1,11/4/2020,64,Tier 2,13,0,457,41,117,4,0,22,2,month,290
cus_PBOBHj6gbXuavu,1,12/13/2023,27,Tier 3,34,0,367,69,173,45,14,3,20,month,580
cus_QWKseRvJPJSN7t,1,7/22/2024,20,Tier 3,37,0,5,588,140,60,312,10,27,month,594
cus_Rd6YAWNG8pfYk4,1,1/21/2025,14,Tier 3,24,0,117,140,224,32,12,1,24,month,550
cus_NJtFg6o58hjhBz,1,2/8/2023,37,Tier 2,14,0,50,27,70,4,17,1,6,month,290
cus_FYFE5fAQBClsjs,1,4/2/2021,59,Tier 2,4,0,8,122,163,23,9,32,3,month,30
cus_KYsFbr53oy2z0N,1,11/9/2021,52,Tier 2,9,0,0,221,97,17,31,31,9,month,290
cus_NKmQPUdAyxiY0N,1,2/11/2023,37,Tier 3,25,66,133,135,424,23,8,0,16,year,324.8
cus_GV7EyoTvjGJ6Uv,1,4/6/2021,59,Tier 2,21,0,158,30,330,5,0,0,3,month,147
cus_R0UNnw8ny7lRv8,1,10/10/2024,17,Tier 2,29,0,149,32,61,2,4,0,7,month,290
cus_SdglLLFNaKxxRK,1,7/8/2025,8,Tier 2,28,0,23,41,30,4,38,3,5,month,290
cus_LvO4oTgB85nXS3,1,6/22/2022,45,Tier 3,45,0,289,98,151,13,12,8,23,month,550
cus_ONWCZafbVFPdWp,1,8/2/2023,31,Tier 2,18,0,0,136,64,6,60,2,7,month,290
cus_Say9CaSmRXTXi1,1,6/30/2025,9,Tier 2,23,0,100,38,70,0,49,1,7,month,290
cus_QJktYfdt1wHA3S,1,6/18/2024,21,Tier 3,67,0,248,117,150,8,12,1,12,month,348
cus_PX3o1CBTn80zfN,1,2/9/2024,25,Tier 2,23,0,78,28,107,0,15,0,6,year,203
cus_Qn4ZKcSVm9SGB5,1,9/5/2024,18,Tier 2,7,0,15,113,133,8,48,0,10,month,290
cus_QWS3OR6U32158R,1,7/22/2024,20,Tier 2,7,0,29,38,68,18,30,1,6,month,290
cus_K0e32F5ZcEsOAH,1,8/9/2021,55,Tier 3,16,0,82,251,370,46,3,8,16,month,352
cus_MHAbdlxJYWbBvf,1,8/19/2022,41,Tier 2,16,0,7,132,226,1,5,0,10,month,290
cus_MmViZisdYC5DnS,1,11/11/2022,40,Tier 3,35,0,82,143,473,52,3,0,41,month,902
cus_RXYCyCIrXCHJ0f,1,1/7/2025,14,Tier 2,14,0,14,60,76,8,44,2,6,month,290
cus_Rw7QwV6ipAOUGL,1,3/13/2025,12,Tier 2,7,0,16,54,122,3,14,3,3,month,290
cus_IhNF4ZbuyONb36,1,1/4/2021,62,Tier 1,19,0,0,115,29,28,0,6,1,month,149
cus_RdPFi9LXyRw4BS,1,1/22/2025,14,Tier 3,45,0,92,103,186,11,14,3,16,month,464
cus_P4luo8abBqMq1n,1,11/26/2023,28,Tier 3,24,77,67,184,158,19,25,1,44,month,968
cus_RKKcqhB2X84nWN,1,12/2/2024,15,Tier 3,10,0,161,198,252,21,26,4,18,month,550
cus_POxDOVYEL7BCpt,1,1/19/2024,26,Tier 2,8,0,51,33,86,7,18,0,6,month,290
cus_OhlYDazOSu9nos,1,9/25/2023,30,Tier 1,10,0,73,19,43,1,12,0,1,month,149
cus_SUazCxE6ewrBND,1,6/13/2025,9,Tier 3,27,0,252,73,220,23,82,4,17,month,493
cus_ObMnrh3f6JiFI4,1,10/8/2023,29,Tier 2,11,0,37,40,75,7,6,0,8,month,290
cus_R2Mmk2TUZfO1j6,1,10/15/2024,17,Tier 1,13,0,26,13,10,0,31,4,1,year,304
cus_KmN7PRrVW0NptS,1,12/15/2021,51,Tier 2,9,0,68,60,140,48,0,1,4,month,210
cus_RvLpQwLYTpPgcY,1,3/11/2025,12,Tier 1,7,0,30,24,56,2,22,2,1,month,274
cus_TQ4Cig8klyowkU,1,11/14/2025,4,Tier 1,19,0,2,29,42,0,11,1,1,,149
cus_RaSe9sXphQnB5l,1,1/14/2025,14,Tier 1,7,0,31,24,41,0,1,0,1,month,149
cus_R8VAiTwprnxQ6q,1,11/1/2024,16,Tier 2,41,0,1,103,33,13,4,2,9,year,203
cus_P8hNymlgQZskhY,1,12/6/2023,27,Tier 2,8,0,148,24,174,7,28,0,2,year,258
cus_Ri0dlp4UlKIhQj,1,2/4/2025,13,Tier 2,19,0,26,26,32,12,16,2,4,month,290
cus_RvOHC9vOsmTMsV,1,3/11/2025,12,Tier 1,7,0,37,16,26,4,1,0,1,month,290
cus_PwS9100PtfDJrd,1,4/17/2024,23,Tier 3,38,15,130,112,193,21,5,1,29,month,462
cus_NJs0xfeA2ADTuB,1,2/8/2023,37,Tier 3,14,1,92,221,408,55,37,0,17,year,385
cus_O89apQKxEtPLK9,1,6/22/2023,33,Tier 1,19,0,16,12,30,5,0,0,1,month,149
cus_Qja8h5vZuStKTe,1,8/26/2024,19,Tier 1,28,0,41,6,37,0,7,0,1,month,149
cus_SJq5BRqgT8TMtY,3,5/16/2025,10,Tier 3,23,0,480,108,215,19,70,2,29,year,400.4
cus_Nmlp3sfIGJTO2X,1,4/26/2023,35,Tier 2,12,0,32,38,67,6,6,0,5,year,385
cus_SktqxVTDST9jDP,1,7/27/2025,8,Tier 2,20,0,49,100,40,5,1,7,5,month,290
cus_JtrdIN43E5GFDc,1,7/22/2021,56,Tier 2,11,0,32,115,78,5,0,2,7,month,290
cus_QHu2HW0walPwRb,1,6/13/2024,21,Tier 1,8,0,114,11,25,0,7,3,1,month,149
cus_RZzymTrXvIIvKk,1,1/13/2025,14,Tier 2,20,0,26,31,55,2,36,0,8,month,290
cus_Opsao0m6xXGPHr,1,10/17/2023,29,Tier 3,108,0,192,116,168,16,1,1,44,month,950
cus_Plf5Yt2G7TFuob,1,3/19/2024,24,Tier 1,8,0,12,12,41,0,15,0,1,month,149
cus_TPbyqG1l5vm3Rt,1,11/12/2025,4,Tier 2,52,0,90,40,71,16,5,0,8,year,203
cus_Gh2Lpy9nl7taL4,1,4/7/2021,59,Tier 1,6,0,0,58,67,19,1,9,1,month,49
cus_NWfJdBZMbfMiq7,1,3/14/2023,36,Tier 1,20,0,43,7,29,4,0,0,1,month,149
cus_SkMGm39QjqyGas,1,7/25/2025,8,Tier 2,23,0,52,62,91,0,66,0,8,month,290
cus_NuGX6zibtroIk4,1,5/16/2023,34,Tier 1,7,0,8,8,21,6,3,0,1,month,100
cus_Pp2PwB5j1JTJvQ,1,3/28/2024,24,Tier 2,17,0,310,30,155,5,0,0,7,month,290
cus_SGhBKDlkpFSp7u,1,5/7/2025,10,Tier 1,8,0,30,20,28,1,9,0,1,month,149
cus_QdApIv5FmBpvd0,3,8/9/2024,19,Tier 4,134,0,600,444,732,30,5,1,70,month,1311
cus_JTf7bttkNitLUm,1,5/13/2021,58,Tier 2,8,0,84,80,77,16,0,8,8,month,232
cus_MlA0801sWX7m4v,1,11/7/2022,40,Tier 1,7,0,12,19,38,5,0,0,1,month,149
cus_Rj6tKbSeBwAi35,1,2/6/2025,13,Tier 2,15,0,141,30,47,3,9,1,6,year,203
cus_N6l9iHfgA4ZA9U,1,1/4/2023,38,Tier 4,140,0,789,269,454,62,8,0,69,month,2001
cus_RqZtpssXRMvaGc,1,2/26/2025,13,Tier 1,12,0,112,6,29,1,28,0,1,month,274
cus_S6Ed0WsJGZwNFw,1,4/9/2025,11,Tier 2,30,0,15,22,37,7,35,0,5,month,290
cus_QRWqto7LnEJuxU,1,7/9/2024,20,Tier 3,16,0,128,188,302,21,262,0,18,month,522
cus_SAhAIuHQHpRcwd,1,4/21/2025,11,Tier 1,10,0,10,5,25,3,4,0,1,month,149
cus_OB74gwbehrK5Bm,1,6/30/2023,33,Tier 2,18,0,143,18,141,5,2,0,7,month,290
cus_MOHFjdsHIFMNO7,2,9/7/2022,42,Tier 3,50,0,645,124,268,77,0,0,28,year,400.4
cus_RKKsMVrAzxeN0w,1,12/2/2024,15,Tier 2,14,0,39,37,56,3,24,0,5,month,290
cus_Opa32JOhjNbMSY,1,10/16/2023,29,Tier 2,17,20,183,22,63,5,6,0,8,month,290
cus_RDzH9Wz8vfhufq,1,11/15/2024,16,Tier 2,13,0,46,60,58,1,28,0,9,month,290
cus_RsSfqkwsP5gWtp,1,3/4/2025,12,Tier 2,14,0,47,40,75,2,31,0,10,year,203
cus_OyE2bhNpY7rGFg,1,11/8/2023,28,Tier 1,8,0,0,97,10,23,8,22,1,month,149
cus_Koueit9ezNal9q,1,1/20/2022,50,Tier 3,22,0,131,131,197,21,10,3,26,year,527.8
cus_SU53ndDTsDdSdC,1,6/12/2025,9,Tier 1,9,0,10,33,48,0,7,1,1,month,149
cus_PlIiuQWQMa28QA,1,3/18/2024,24,Tier 1,17,0,58,3,59,0,28,0,1,year,129
cus_Pdq5sbENbB2wBI,1,2/27/2024,25,Tier 2,12,0,32,46,90,3,3,0,5,month,290
cus_SsBhsDVXwvh55m,1,8/15/2025,7,Tier 2,24,0,3,85,41,7,35,0,9,month,290
cus_L5LzPKIOe87x3f,1,2/3/2022,49,Tier 1,13,0,2,64,13,6,2,3,1,month,149
cus_OT0qhsd8JWqRLl,1,8/17/2023,31,Tier 3,16,0,246,145,145,22,67,26,23,month,550
cus_RoT7NLz9uUGwXz,1,2/21/2025,13,Tier 3,42,0,350,131,512,19,0,0,29,month,638
cus_RIBU6Milcih2U7,1,11/27/2024,16,Tier 1,12,0,11,6,50,0,6,0,1,month,149
cus_S1HHyQOuA2b4gU,1,3/27/2025,12,Tier 2,14,0,56,28,56,5,5,0,10,month,290
cus_FcH6W64rsniMwR,1,4/13/2021,59,Tier 3,0,0,421,366,433,87,2,102,41,month,410
cus_TJxqaK3MY0NAcb,1,10/28/2025,5,Tier 1,6,0,8,38,48,1,5,2,1,month,149
cus_S0DF8p9ioFLf4g,1,3/24/2025,12,Tier 2,16,4,44,92,195,29,0,0,10,month,290
cus_Krm5DelPURPbWO,1,12/29/2021,51,Tier 3,28,0,54,177,261,16,6,2,12,month,348
cus_PDJZKCq9Y5njPx,1,12/19/2023,27,Tier 2,17,0,67,42,46,2,7,0,10,month,290
cus_KQqhxcAlajXDqi,1,10/18/2021,53,Tier 2,24,0,156,43,75,1,0,7,2,month,290
cus_O9esI1Ttxf0GDh,1,6/26/2023,33,Tier 2,37,0,98,29,97,1,0,0,9,month,200
cus_P65iSFFEMdD9v4,1,11/29/2023,28,Tier 2,13,0,28,39,47,6,5,0,10,year,203
cus_PeYrytol5AdgBt,1,2/29/2024,25,Tier 3,18,1,319,152,213,28,252,0,35,month,770
cus_Lyk8ivRT8ffizk,3,7/1/2022,40,Tier 3,20,0,211,177,340,33,0,3,28,month,616
cus_SjxXasPkzH1Y9D,1,7/24/2025,8,Tier 2,12,0,29,79,77,0,13,19,10,year,203
cus_Mu6Zg5UqlgR34K,1,12/1/2022,39,Tier 2,14,0,27,61,45,18,0,3,8,month,290
cus_T1WjkRzg3fbkVO,1,9/9/2025,6,Tier 2,13,0,93,51,51,3,10,0,7,year,203
cus_LsNKfHLMh1JiNs,1,6/14/2022,45,Tier 2,9,0,12,59,43,12,30,9,7,year,203
cus_SBQkPrCroiMEoi,1,4/23/2025,11,Tier 2,7,0,19,97,143,6,1,2,8,month,290
cus_HHKVZRX2ZxaK2y,1,5/18/2020,70,Tier 3,38,0,45,189,138,24,61,0,18,month,522
cus_R9p1JBssbeC1lA,1,11/4/2024,16,Tier 2,8,0,73,36,101,20,3,0,8,month,290
cus_NSA3EIw1M7Y5ny,1,3/2/2023,36,Tier 1,22,0,1,90,101,0,0,19,1,month,0
cus_RO72rnEOssxN8n,1,12/12/2024,15,Tier 1,17,0,17,8,19,2,1,0,1,year,129
cus_T4vchN3eTXGUQx,1,9/18/2025,6,Tier 1,20,0,36,13,14,0,6,0,1,month,149
cus_QCj22XnFERi8h4,1,5/31/2024,22,Tier 2,15,0,26,32,54,6,7,0,9,month,290
cus_QWPIoOIA7btzPl,1,7/26/2024,20,Tier 3,39,0,603,182,244,15,3,0,43,year,662.2
cus_PyhEPDZIuQ9wl8,1,4/23/2024,23,Tier 3,25,24,647,162,354,7,2,3,42,month,1160
cus_LcjSE86IlcnAwO,1,5/12/2022,46,Tier 3,30,0,82,106,136,16,61,1,16,month,464
cus_SWuPkZyGNgquA1,1,6/19/2025,9,Tier 4,81,0,274,299,428,61,36,2,58,month,1276
cus_TPvInKOSrmyE97,1,11/13/2025,4,Tier 2,16,0,170,27,53,5,2,3,4,month,290
cus_Np0VDEUcHnEk3A,6,5/2/2023,34,Tier 5,230,0,351,738,1458,160,414,9,134,month,2244
cus_SuzDyghLyMvOLF,1,8/23/2025,7,Tier 2,23,0,63,28,67,5,0,0,9,month,290
cus_Llf3JokT9nGPUa,1,5/27/2022,46,Tier 3,32,0,244,155,263,10,5,0,25,month,550
cus_T99I3dA7Xb14fu,1,9/30/2025,6,Tier 1,7,0,20,13,19,3,20,1,1,year,129
cus_RXfgnX6eDH7vjD,1,1/7/2025,14,Tier 3,41,0,24,232,172,14,59,1,13,month,377
cus_N16A2fhMDn6S9D,1,12/20/2022,39,Tier 2,9,0,67,21,58,12,13,0,8,month,290
cus_TSs1fJM9Y5nadO,1,11/21/2025,4,Tier 1,11,0,12,24,8,2,5,6,1,year,129
cus_T46SJfRaP24TmN,1,9/16/2025,6,Tier 1,13,14,14,9,51,4,1,0,1,month,149
cus_MyX16LER1bSvQb,1,12/13/2022,39,Tier 3,30,0,126,88,197,11,85,1,13,month,377
cus_MP2rivbabC32oa,1,9/9/2022,42,Tier 1,11,0,38,6,55,7,0,0,1,month,149
cus_Sin0ec2SduAJsx,1,7/21/2025,8,Tier 1,8,0,12,20,10,2,3,11,1,month,149
cus_S1nnNJlw7ByhI2,1,3/28/2025,12,Tier 1,7,0,24,4,39,3,5,1,1,month,149
cus_StklgGxviFkIE1,1,8/19/2025,7,Tier 2,19,0,10,68,25,6,17,2,4,year,203
cus_OlQuC3yYpQj1LN,1,10/5/2023,29,Tier 3,45,0,452,127,152,22,4,0,30,year,609
cus_SUfXG0fhw8AGdB,1,6/13/2025,9,Tier 3,22,0,122,127,267,69,4,0,44,year,665
cus_PwvObrk0EYrYTs,1,4/18/2024,23,Tier 1,7,0,33,2,22,15,3,0,1,month,149
cus_QTqdkauFLNbX2R,2,7/15/2024,20,Tier 2,8,0,4,135,58,8,52,2,8,month,290
cus_PVYBslUeW1Zffh,1,2/5/2024,25,Tier 1,14,0,30,2,135,10,0,0,1,month,126.65
cus_PF2sVJeEdDHC34,1,12/23/2023,27,Tier 1,6,0,32,15,80,2,3,0,1,year,129
cus_SXD82cqeHuitUR,1,6/20/2025,9,Tier 2,13,0,36,28,59,17,10,0,5,month,290
cus_PrSkDiwgkBUx4K,1,4/4/2024,23,Tier 2,8,0,60,39,79,11,6,0,8,month,290
cus_OEsmm6vAWDXSyH,1,7/10/2023,32,Tier 1,16,0,0,22,16,2,12,5,1,month,149
cus_RyjJPDmkC3HZRI,1,3/20/2025,12,Tier 2,18,0,42,23,47,11,8,0,7,month,290
cus_O8CrMR7BYrPF2L,1,6/22/2023,33,Tier 2,8,0,82,22,72,5,24,0,6,month,290
cus_MeKI4DURX6VT7Z,1,10/20/2022,41,Tier 1,6,0,51,3,40,6,4,0,1,year,129
cus_THd65UfJte5JdI,1,10/22/2025,5,Tier 2,24,0,46,37,60,7,0,0,8,month,290
cus_K1MZ3idI6Azmdm,2,8/11/2021,55,Tier 4,95,0,1001,243,778,58,3,1,56,month,1064
cus_RYYZoF6ucq3Jcp,1,1/9/2025,14,Tier 1,12,0,0,30,10,2,6,8,1,month,149
cus_RtrQlntIbTV0zD,1,3/7/2025,12,Tier 1,8,0,30,7,13,7,1,3,1,month,149
cus_S1Qnt596zkVJyr,1,3/27/2025,12,Tier 2,13,0,32,58,60,18,0,0,9,month,290
cus_ShhYJPdYsMVop5,1,7/18/2025,8,Tier 2,15,0,69,35,51,1,7,0,5,month,290
cus_RjTrWk7OPYrEvT,1,2/7/2025,13,Tier 3,64,0,238,88,146,5,6,1,20,month,550
cus_PhHmcYnZBj6TqZ,1,3/8/2024,24,Tier 4,83,0,858,231,412,44,322,0,71,year,844.9
cus_SIZkpB0RHof7SW,1,5/12/2025,10,Tier 2,8,0,35,57,65,2,4,5,7,month,290
cus_PqeHFxiPxMXgRw,1,4/2/2024,23,Tier 2,9,0,85,66,68,0,15,0,7,month,290
cus_Smy1MCiGOzu9sO,1,8/1/2025,7,Tier 1,11,0,39,5,15,6,2,0,1,month,149
cus_QpucqS826G6mE3,1,9/12/2024,18,Tier 2,22,0,55,29,42,5,1,1,9,month,290
cus_ThAlqL3x12VoEl,1,12/29/2025,3,Tier 2,16,0,4,172,56,2,10,6,10,month,290
cus_KOMWXsbvV8yU8y,2,10/12/2021,52,Tier 2,14,0,18,41,89,10,1,0,6,month,290
cus_PglTkBmX8S0mUY,1,3/6/2024,24,Tier 3,29,3,20,119,317,93,22,0,16,month,550
cus_P2mppjJk4BCDpu,1,11/20/2023,28,Tier 2,7,0,48,35,50,9,4,1,8,month,290
cus_OqJtRuHJnVG17d,1,10/18/2023,29,Tier 2,15,0,28,43,61,3,2,0,7,month,290
cus_SjwiLPTqjSeLZR,1,7/24/2025,8,Tier 1,8,0,60,5,21,2,10,0,1,month,149
cus_StEJl9U284A9m4,1,8/18/2025,7,Tier 1,9,0,16,13,18,0,2,0,1,month,149
cus_OdCTkBsp3COfum,1,9/13/2023,30,Tier 5,202,18,7774,1062,2743,82,2,7,391,year,3871
cus_QcFFrpSkKKRbBg,1,8/7/2024,19,Tier 3,31,0,99,67,127,20,37,1,17,month,419.05
cus_S2pezMVvxXBcjD,1,3/31/2025,12,Tier 2,6,0,0,263,252,11,4,160,5,month,290
cus_Qf9JjIr5byAqml,1,8/14/2024,19,Tier 2,14,0,10,49,61,7,21,0,10,year,203
cus_TL9GJdeHRzmhxm,1,11/1/2025,4,Tier 2,13,0,53,39,71,2,9,1,5,month,290
cus_RGnFthJt6cc0qm,1,11/23/2024,16,Tier 1,11,0,50,6,18,0,20,1,1,month,149
cus_R2eomaywfJZgoI,2,10/16/2024,17,Tier 2,16,0,36,48,62,2,2,1,10,month,290
cus_NTi9VwcuuBwSdZ,3,3/10/2023,36,Tier 4,37,0,574,263,671,61,84,0,56,month,1064
cus_QUdcOEJpidYkdW,1,7/17/2024,20,Tier 3,15,0,98,67,197,27,43,8,14,month,406
cus_OiC8sLPY3L3nei,1,9/27/2023,30,Tier 2,8,0,105,34,135,0,18,0,6,month,290
cus_Ki7ELhGSggDFyr,1,12/3/2021,51,Tier 2,11,0,7,75,61,10,2,30,2,year,100
cus_R4snd2mosTUCJS,1,10/22/2024,17,Tier 1,10,0,47,7,17,1,8,0,1,month,149
cus_RI5Qf0LrAnzKDN,1,11/26/2024,16,Tier 2,14,0,71,30,42,2,4,1,8,month,290
cus_RnXw2cgPdm6EDQ,1,2/18/2025,13,Tier 2,17,0,22,36,29,4,9,0,3,month,290
cus_SuX3a9FiqFNX6H,1,8/21/2025,7,Tier 2,29,0,144,23,32,2,2,1,4,month,290
cus_RxeOLcnOyGrgKr,1,3/17/2025,12,Tier 2,11,0,22,26,41,14,7,0,7,month,290
cus_LspLCKzT0W8jKC,1,6/15/2022,45,Tier 3,21,0,184,131,230,20,1,34,15,month,435
cus_T793xfVQ8VqZBW,1,9/24/2025,6,Tier 2,16,0,59,37,57,2,34,1,9,year,203
cus_QxpSEpX2gwMfNx,1,10/3/2024,17,Tier 3,2,0,31,834,486,45,2,9,44,month,1276
cus_LDc0SQTAsXMS9G,1,2/25/2022,49,Tier 2,8,0,36,19,60,12,15,0,4,month,290
cus_PrIRkpqJqldsoS,1,4/3/2024,23,Tier 2,9,0,80,49,64,0,11,2,7,month,290
cus_RYWukFXDcAljxU,1,1/9/2025,14,Tier 2,8,0,21,44,59,8,3,0,9,year,203
cus_StJ8FowJVjRmLC,1,8/18/2025,7,Tier 2,7,2,62,28,27,6,17,3,4,month,290
cus_PlbrozTdT8crJ3,1,3/19/2024,24,Tier 2,17,0,41,32,78,39,0,0,8,month,290
cus_JACuwcFexjWUXx,1,3/22/2021,60,Tier 1,14,0,9,3,18,0,6,0,1,month,59
cus_PhdCiAPtm9iEVV,1,3/9/2024,24,Tier 3,15,0,96,158,159,14,26,1,33,month,957
cus_LkWF8n8Z8Qfmg0,1,5/24/2022,46,Tier 2,17,0,47,24,53,11,0,0,7,month,290
cus_QvVMyx0OifYqDe,1,9/27/2024,18,Tier 2,11,0,46,14,50,6,9,0,4,month,290
cus_QeLXoX8y3YZmUr,1,8/12/2024,19,Tier 3,65,0,359,86,116,10,6,0,26,year,400.4
cus_QzGX7MW05UcCUr,1,10/7/2024,17,Tier 2,11,0,2,54,52,8,14,6,7,month,290
cus_SqyPFyY5Jh6SVD,1,8/12/2025,7,Tier 1,8,0,45,7,17,0,9,1,1,month,149
cus_NhvIppstyW2sLt,1,4/13/2023,35,Tier 2,5,0,23,363,782,0,23,0,10,month,290
cus_M2rSDoDCeDPuJz,1,7/12/2022,44,Tier 3,38,0,59,70,233,1,29,5,13,month,390.12
cus_MQ8lJQ6dHOdJOV,1,9/12/2022,42,Tier 1,6,0,14,5,33,2,6,0,1,year,55
cus_SrPufPw0vWZKMR,1,8/13/2025,7,Tier 2,15,0,67,22,44,5,3,0,5,month,290
cus_MGg1V9D5zfLJ6V,1,8/18/2022,43,Tier 3,19,0,284,136,236,18,3,2,37,year,569.8
cus_PWfkXx1PTbcmny,1,2/8/2024,25,Tier 1,9,0,43,5,22,1,3,0,1,year,129
cus_Pw91Zco6Yz18UZ,1,4/16/2024,23,Tier 3,28,2,46,252,54,61,2,31,14,month,406
cus_SuxUoelzkxHEUC,1,8/23/2025,7,Tier 2,8,0,51,42,26,7,7,1,2,month,290
cus_ODRmVbz2JqO5OC,1,7/6/2023,32,Tier 2,8,0,29,21,50,6,26,0,7,year,203
cus_S6bJREtk6wx5u5,1,4/10/2025,11,Tier 1,18,0,0,24,26,8,0,1,1,year,129
cus_I2XJhLQDr0iHyC,1,9/17/2020,66,Tier 3,11,0,54,163,276,24,7,6,16,year,324.8
cus_T1r4fMBLPPhBUG,1,9/10/2025,6,Tier 2,14,0,36,32,67,2,5,0,8,month,290
cus_QwOOKYZIEjSz8E,1,9/29/2024,18,Tier 2,9,0,14,60,64,13,1,0,7,month,290
cus_STpPbpNvTnFiFN,1,6/11/2025,9,Tier 3,16,0,155,123,173,4,35,20,32,month,928
cus_M0cTffWei6wFjW,1,8/5/2022,43,Tier 2,7,0,91,43,79,17,0,1,10,month,290
cus_TbyA1IaWs0gKoc,1,12/15/2025,3,Tier 1,7,0,24,14,20,2,7,1,1,month,149
cus_QOz0wCHWhDBOhJ,1,7/2/2024,20,Tier 2,12,0,6,101,29,8,4,3,6,month,290
cus_PjPQqsHCQW0GGF,1,3/13/2024,24,Tier 2,13,0,119,34,55,13,0,0,8,month,290
cus_QnMKXucCPswnLT,1,9/5/2024,18,Tier 2,24,0,0,79,56,20,0,10,7,year,203
cus_LMX3B22XcBD94O,1,3/21/2022,48,Tier 2,13,0,0,247,84,20,1,1,4,year,203
cus_TAZdHv4tJxQurS,1,10/3/2025,5,Tier 2,16,0,1,155,32,33,8,0,6,month,290
cus_IvEx3fRin59Kgc,1,2/10/2021,61,Tier 2,17,0,7,47,14,16,10,1,2,year,118
cus_SblOeDnHr3jkIY,1,7/2/2025,8,Tier 1,14,0,18,11,19,3,0,0,1,month,149
cus_LX6TmfQZl4at4b,2,4/18/2022,47,Tier 4,29,17,208,474,659,40,67,7,56,year,744.8
cus_QFYALQdq5Rsh1T,1,6/7/2024,21,Tier 3,36,0,15,180,337,6,26,0,14,month,406
cus_RzY7MGKjNGlXgw,1,3/22/2025,12,Tier 2,9,0,5,42,66,10,13,3,2,year,258
cus_PewiIMirx3n2o5,1,3/1/2024,24,Tier 2,5,0,20,70,151,0,28,4,10,month,290
cus_PymDtQq7IYDp1O,1,4/23/2024,23,Tier 2,14,0,2,59,36,4,5,19,10,month,290
cus_OimwJpmflT0k9Y,1,9/28/2023,30,Tier 2,8,0,11,48,78,19,17,0,5,month,290
cus_S3cuZScGsMojV5,1,4/2/2025,11,Tier 1,12,0,10,5,21,0,2,0,1,month,149
cus_NZWalGVfOLtCSR,1,3/22/2023,36,Tier 2,17,0,8,58,64,3,8,0,3,year,152.25
cus_S0EOELsn7ym6G9,1,3/24/2025,12,Tier 1,10,0,4,44,12,0,10,1,1,month,149
cus_T04lWI8MoVbfCK,1,9/5/2025,6,Tier 1,14,0,3,15,12,1,4,2,1,year,129
cus_L8H9hF9NPeplLO,1,2/11/2022,49,Tier 1,6,0,0,13,64,36,3,0,1,month,149
cus_S5ggAT3mNabLS7,2,4/8/2025,11,Tier 3,24,0,3,220,160,27,28,54,11,year,203
cus_T6RGii8wUnTU9N,1,9/22/2025,6,Tier 2,22,0,13,25,25,4,7,1,4,month,290
cus_SokuGakeH5pPZx,1,8/6/2025,7,Tier 1,6,0,6,11,19,0,4,2,1,month,149
cus_Q6gw0jdHEU3N8M,1,5/14/2024,22,Tier 1,4,0,0,19,43,8,5,3,1,month,149
cus_Q4ovA9aXoNOTmP,1,5/9/2024,22,Tier 2,10,0,15,54,56,6,16,2,4,year,203
cus_N2uVFzOqVP7y6h,1,12/25/2022,39,Tier 3,27,0,80,92,142,10,7,2,11,month,319
cus_THLjCSTfkLfwvf,1,10/21/2025,5,Tier 1,22,0,44,8,34,0,0,0,1,month,149
